"Diameter","Centralized_Eigenvaluecentrality","Density","mean_coreness_Hosts","mean_coreness_Symbs","stdev_coreness_Hosts","stdev_coreness_Symbs","mean_similarityjaccard_Hosts","mean_similarityjaccard_Symbs","sd_similarityjaccard_Hosts","sd_similarityjaccard_Sarasites","1","2","3","4","5"
2,0.806409858267995,0.0894736842105263,4,1,0,0,0.32473544973545,0.32473544973545,0.458257569495584,0.458257569495584,2,1,3,0,0
8,0.976568625455191,0.0210526315789474,4,1,0.917662935482247,0,0.0789166666666667,0.0789166666666667,0.28056465950385,0.28056465950385,6,5,13,0,0
12.7568477687036,0.956526198913673,0.00725244072524407,4.12280701754386,1,1.01893108274232,0,0.0361324630022691,0.0361324630022691,0.155846548723686,0.155846548723686,21,28,35,0,0
11,0.903439299428666,0.00619001077613212,3.93055555555556,1,0.422147056977992,0,0.0288504812231664,0.0288504812231664,0.153074066488069,0.153074066488069,23,22,48,0,0
9.01527174460958,0.94092039739348,0.0172340122489674,4.8125,1,2.42882554918773,0,0.0833264717053779,0.0833264717053779,0.238814665313813,0.238814665313813,18,15,13,0,0
10.1283168377187,0.933983144066183,0.0229544613106257,3.6,1,0.820782681668123,0,0.0971865079365079,0.0971865079365079,0.29030901771284,0.29030901771284,10,8,9,0,0
6,0.945022630660054,0.0131124913733609,5.16666666666667,1,1.39540476978715,0,0.0685135342848428,0.0685135342848428,0.204602300361753,0.204602300361753,21,19,20,0,0
11.8119542691895,0.984951983643086,0.0114151272220286,4.21052631578947,1,0.843349010400093,0,0.0483610341643583,0.0483610341643583,0.196270461838022,0.196270461838022,14,15,23,0,0
1.06686542102885,1.0019412978371,0.127272727272727,2.75,1,1.5,0,0.375,0.375,0.52704627669473,0.52704627669473,2,1,1,0,0
6.1599990156491,0.935705566856773,0.0262896825396825,3.86666666666667,1,0.351865775274498,0,0.107470899470899,0.107470899470899,0.298808294429617,0.298808294429617,3,6,11,0,0
8.54998749101934,0.947199115953993,0.0336879432624113,3.41666666666667,1,0.514928650544437,0,0.144940476190476,0.144940476190476,0.330858664117024,0.330858664117024,4,5,7,0,0
13.6896764633247,0.98407989123987,0.0111297153550675,3.77142857142857,1,0.426042961498036,0,0.0509413670229997,0.0509413670229997,0.208919902455428,0.208919902455428,10,13,24,0,0
