"Diameter","Centralized_Eigenvaluecentrality","Density","mean_coreness_Hosts","mean_coreness_Symbs","stdev_coreness_Hosts","stdev_coreness_Symbs","mean_similarityjaccard_Hosts","mean_similarityjaccard_Symbs","sd_similarityjaccard_Hosts","sd_similarityjaccard_Sarasites","1","2","3","4","5"
5.94364223867429,0.960753046905041,0.00724385317266839,5.35211267605634,1,1.40507845789373,0,0.0451234128041235,0.0451234128041235,0.142543116178724,0.142543116178724,42,48,28,0,0
3.00630860451063,0.908453405968468,0.0525490196078431,8.5,1,2.73861278752583,0,0.259635772390874,0.259635772390874,0.330858664117024,0.330858664117024,10,9,3,0,0
5,0.879867065662696,0.025974025974026,5.1,1,1.37266548230652,0,0.122521159396159,0.122521159396159,0.279230952460557,0.279230952460557,13,13,6,0,0
3,0.912874153849562,0.0995670995670996,6.66666666666667,1,1.03279555898864,0,0.383862433862434,0.383862433862434,0.454256762579498,0.454256762579498,4,4,1,0,0
2.59992801984755,0.873315139193866,0.0448979591836735,6.90909090909091,1,1.64039906452945,0,0.234268899144932,0.234268899144932,0.303615776405871,0.303615776405871,6,10,4,0,0
2,0.789768661391846,0.153846153846154,8,1,0,0,0.466666666666667,0.466666666666667,0.5,0.5,2,2,1,0,0
7.03180855676888,0.988864845370478,0.0178834420366085,3.62962962962963,1,1.64429428743875,0,0.069999129052627,0.069999129052627,0.273531637338078,0.273531637338078,16,12,10,0,0
3.31772624752098,0.928478536572835,0.0251709986320109,5.47058823529412,1,1.00732610526728,0,0.188624216997919,0.188624216997919,0.250566520712764,0.250566520712764,10,20,6,0,0
8.09706352848311,0.940207443066582,0.00859277708592777,3.80327868852459,1,1.55798665089647,0,0.0473735455840619,0.0473735455840619,0.177831188557946,0.177831188557946,43,33,17,0,0
2.53155831579697,0.899765625512917,0.15,6.75,1,1.5,0,0.486607142857143,0.486607142857143,0.458257569495584,0.458257569495584,2,3,1,0,0
5,0.935083603647276,0.0372340425531915,4.61538461538461,1,1.26085034391223,0,0.157448107448107,0.157448107448107,0.331873259151532,0.331873259151532,8,7,4,0,0
4.31942572358861,0.845712946546826,0.0523076923076923,2,1,0,0,0.151028806584362,0.151028806584362,0.454256762579498,0.454256762579498,4,1,4,0,0
8.05826305910694,0.945315403338372,0.0219813309244204,4,1,1.47709789175199,0,0.0960707534431542,0.0960707534431542,0.272184374351505,0.272184374351505,16,12,6,0,0
2.77755418744073,0.881923475487213,0.0760869565217391,4,1.22222222222222,0,0.440958551844098,0.346478174603175,0.346478174603175,0.37192958830361,0.37192958830361,1,6,2,0,0
