"","Diameter","Centralized_Eigenvaluecentrality","Density","mean_coreness_Hosts","mean_coreness_Symbs","stdev_coreness_Hosts","stdev_coreness_Symbs","mean_similarityjaccard_Hosts","mean_similarityjaccard_Symbs","sd_similarityjaccard_Hosts","sd_similarityjaccard_Sarasites"
"1",5.05714927353776,0.926809794702514,0.0380549682875264,4,1,0,0,0.152951593860685,0.152951593860685,0.361028918982788,0.361028918982788
